releasedate,release,releaseyear,releasemonth,releaseday,releasehour,releaseminute,coveredyear,coveredperiod,freq
2016-04-14 08:30:00,Real Earnings,2016,4,14,8,30,2016,3,12
2016-04-15 10:00:00,Consumer Expenditures Survey Midyear Update,2016,4,15,10,0,2099,0,0
2016-04-15 10:00:00,Regional and State Employment and Unemployment,2016,4,15,10,0,2016,3,12
2016-04-19 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2016,4,19,10,0,2016,1,4
2016-04-22 10:00:00,Employment Characteristics of Families,2016,4,22,10,0,2015,1,1
2016-04-27 10:00:00,Metropolitan Area Employment and Unemployment,2016,4,27,10,0,2016,3,12
2016-04-27 10:00:00,Quarterly Data Series on Business Employment Dynamics,2016,4,27,10,0,2015,3,4
2016-04-28 10:00:00,College Enrollment and Work Activity of High School Graduates,2016,4,28,10,0,2015,1,1
2016-04-29 08:30:00,Employment Cost Index,2016,4,29,8,30,2016,1,4
2016-05-04 08:30:00,Productivity and Costs,2016,5,4,8,30,2016,1,4
2016-05-05 10:00:00,Multifactor Productivity Trends,2016,5,5,10,0,2015,1,1
2016-05-06 08:30:00,Employment Situation,2016,5,6,8,30,2016,4,12
2016-05-06 08:30:00,Employment Situation,2016,5,6,8,30,2016,4,12
2016-05-10 10:00:00,Job Openings and Labor Turnover Survey,2016,5,10,10,0,2016,3,12
2016-05-12 08:30:00,U.S. Import and Export Price Indexes,2016,5,12,8,30,2016,4,12
2016-05-13 08:30:00,Producer Price Index,2016,5,13,8,30,2016,4,12
2016-05-17 08:30:00,Consumer Price Index,2016,5,17,8,30,2016,4,12
2016-05-17 08:30:00,Real Earnings,2016,5,17,8,30,2016,4,12
2016-05-18 10:00:00,Productivity and Costs by Industry: Selected Service-Providing Industries,2016,5,18,10,0,2015,1,1
2016-05-19 10:00:00,Labor Force Characteristics of Foreign-born Workers,2016,5,19,10,0,2015,1,1
2016-05-20 10:00:00,Regional and State Employment and Unemployment,2016,5,20,10,0,2016,4,12
2016-05-30 00:00:00,Memorial Day,2016,5,30,0,0,2099,0,0
2016-06-01 10:00:00,Metropolitan Area Employment and Unemployment,2016,6,1,10,0,2016,4,12
2016-06-03 08:30:00,Employment Situation,2016,6,3,8,30,2016,5,12
2016-06-03 08:30:00,Employment Situation,2016,6,3,8,30,2016,5,12
2016-06-07 08:30:00,Productivity and Costs,2016,6,7,8,30,2016,1,4
2016-06-08 10:00:00,County Employment and Wages,2016,6,8,10,0,2015,4,4
2016-06-08 10:00:00,Job Openings and Labor Turnover Survey,2016,6,8,10,0,2016,4,12
2016-06-09 10:00:00,Employer Costs for Employee Compensation,2016,6,9,10,0,2016,3,12
2016-06-14 08:30:00,U.S. Import and Export Price Indexes,2016,6,14,8,30,2016,5,12
2016-06-15 08:30:00,Producer Price Index,2016,6,15,8,30,2016,5,12
2016-06-16 08:30:00,Consumer Price Index,2016,6,16,8,30,2016,5,12
2016-06-16 08:30:00,Real Earnings,2016,6,16,8,30,2016,5,12
2016-06-17 10:00:00,Regional and State Employment and Unemployment,2016,6,17,10,0,2016,5,12
2016-06-21 10:00:00,Persons with a Disability: Labor Force Characteristics,2016,6,21,10,0,2015,1,1
2016-06-22 10:00:00,Multifactor Productivity Trends in Manufacturing,2016,6,22,10,0,2014,1,1
2016-06-24 10:00:00,American Time Use Survey,2016,6,24,10,0,2015,1,1
2016-06-29 10:00:00,Metropolitan Area Employment and Unemployment,2016,6,29,10,0,2016,5,12
2016-07-04 00:00:00,Independence Day,2016,7,4,0,0,2099,0,0
2016-07-08 08:30:00,Employment Situation,2016,7,8,8,30,2016,6,12
2016-07-08 08:30:00,Employment Situation,2016,7,8,8,30,2016,6,12
2016-07-12 10:00:00,Job Openings and Labor Turnover Survey,2016,7,12,10,0,2016,5,12
2016-07-13 08:30:00,U.S. Import and Export Price Indexes,2016,7,13,8,30,2016,6,12
2016-07-14 08:30:00,Producer Price Index,2016,7,14,8,30,2016,6,12
2016-07-15 08:30:00,Consumer Price Index,2016,7,15,8,30,2016,6,12
2016-07-15 08:30:00,Real Earnings,2016,7,15,8,30,2016,6,12
2016-07-19 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2016,7,19,10,0,2016,2,4
2016-07-22 10:00:00,Employee Benefits in the United States,2016,7,22,10,0,2016,3,12
2016-07-22 10:00:00,Regional and State Employment and Unemployment,2016,7,22,10,0,2016,6,12
2016-07-27 10:00:00,Quarterly Data Series on Business Employment Dynamics,2016,7,27,10,0,2015,4,4
2016-07-29 08:30:00,Employment Cost Index,2016,7,29,8,30,2016,2,4
2016-08-03 10:00:00,Metropolitan Area Employment and Unemployment,2016,8,3,10,0,2016,6,12
2016-08-05 08:30:00,Employment Situation,2016,8,5,8,30,2016,7,12
2016-08-05 08:30:00,Employment Situation,2016,8,5,8,30,2016,7,12
2016-08-09 08:30:00,Productivity and Costs,2016,8,9,8,30,2016,2,4
2016-08-10 10:00:00,Job Openings and Labor Turnover Survey,2016,8,10,10,0,2016,6,12
2016-08-10 10:00:00,"Productivity and Costs by Industry: Wholesale Trade, Retail Trade, and Food Services and Drinking Places",2016,8,10,10,0,2099,0,0
2016-08-11 08:30:00,U.S. Import and Export Price Indexes,2016,8,11,8,30,2016,7,12
2016-08-12 08:30:00,Producer Price Index,2016,8,12,8,30,2016,7,12
2016-08-16 08:30:00,Consumer Price Index,2016,8,16,8,30,2016,7,12
2016-08-16 08:30:00,Real Earnings,2016,8,16,8,30,2016,7,12
2016-08-17 10:00:00,Summer Youth Labor Force,2016,8,17,10,0,2016,1,1
2016-08-19 10:00:00,Regional and State Employment and Unemployment,2016,8,19,10,0,2016,7,12
2016-08-25 10:00:00,Worker Displacement,2016,8,25,10,0,2099,0,0
2016-08-30 10:00:00,Consumer Expenditures,2016,8,30,10,0,2015,1,1
2016-08-31 10:00:00,Metropolitan Area Employment and Unemployment,2016,8,31,10,0,2016,7,12
2016-09-01 08:30:00,Productivity and Costs,2016,9,1,8,30,2016,2,4
2016-09-02 08:30:00,Employment Situation,2016,9,2,8,30,2016,8,12
2016-09-02 08:30:00,Employment Situation,2016,9,2,8,30,2016,8,12
2016-09-05 00:00:00,Labor Day,2016,9,5,0,0,2099,0,0
2016-09-07 10:00:00,County Employment and Wages,2016,9,7,10,0,2016,1,4
2016-09-07 10:00:00,Job Openings and Labor Turnover Survey,2016,9,7,10,0,2016,7,12
2016-09-08 10:00:00,Employer Costs for Employee Compensation,2016,9,8,10,0,2016,6,12
2016-09-14 08:30:00,U.S. Import and Export Price Indexes,2016,9,14,8,30,2016,8,12
2016-09-15 08:30:00,Producer Price Index,2016,9,15,8,30,2016,8,12
2016-09-16 08:30:00,Consumer Price Index,2016,9,16,8,30,2016,8,12
2016-09-16 08:30:00,Real Earnings,2016,9,16,8,30,2016,8,12
2016-09-20 10:00:00,Multifactor Productivity Trends for Detailed Industries,2016,9,20,10,0,2014,1,1
2016-09-20 10:00:00,Regional and State Employment and Unemployment,2016,9,20,10,0,2016,8,12
2016-09-22 10:00:00,Employee Tenure,2016,9,22,10,0,2016,1,1
2016-09-28 10:00:00,Metropolitan Area Employment and Unemployment,2016,9,28,10,0,2016,8,12
2016-10-07 08:30:00,Employment Situation,2016,10,7,8,30,2016,9,12
2016-10-07 08:30:00,Employment Situation,2016,10,7,8,30,2016,9,12
2016-10-10 00:00:00,Columbus Day,2016,10,10,0,0,2099,0,0
2016-10-12 10:00:00,Job Openings and Labor Turnover Survey,2016,10,12,10,0,2016,8,12
2016-10-13 08:30:00,U.S. Import and Export Price Indexes,2016,10,13,8,30,2016,9,12
2016-10-14 08:30:00,Producer Price Index,2016,10,14,8,30,2016,9,12
2016-10-18 08:30:00,Consumer Price Index,2016,10,18,8,30,2016,9,12
2016-10-18 08:30:00,Real Earnings,2016,10,18,8,30,2016,9,12
2016-10-20 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2016,10,20,10,0,2016,3,4
2016-10-21 10:00:00,Regional and State Employment and Unemployment,2016,10,21,10,0,2016,9,12
2016-10-27 10:00:00,Occupational Injuries and Illnesses,2016,10,27,10,0,2015,1,1
2016-10-28 08:30:00,Employment Cost Index,2016,10,28,8,30,2016,3,4
2016-11-02 10:00:00,Metropolitan Area Employment and Unemployment,2016,11,2,10,0,2016,9,12
2016-11-03 08:30:00,Productivity and Costs,2016,11,3,8,30,2016,3,4
2016-11-04 08:30:00,Employment Situation,2016,11,4,8,30,2016,10,12
2016-11-04 08:30:00,Employment Situation,2016,11,4,8,30,2016,10,12
2016-11-08 10:00:00,Job Openings and Labor Turnover Survey,2016,11,8,10,0,2016,9,12
2016-11-09 10:00:00,Quarterly Data Series on Business Employment Dynamics,2016,11,9,10,0,2016,1,4
2016-11-10 10:00:00,Nonfatal Occupational Injuries and Illnesses Requiring Days Away From Work,2016,11,10,10,0,2015,1,1
2016-11-11 00:00:00,Veterans Day,2016,11,11,0,0,2099,0,0
2016-11-15 08:30:00,U.S. Import and Export Price Indexes,2016,11,15,8,30,2016,10,12
2016-11-16 08:30:00,Producer Price Index,2016,11,16,8,30,2016,10,12
2016-11-17 08:30:00,Consumer Price Index,2016,11,17,8,30,2016,10,12
2016-11-17 08:30:00,Real Earnings,2016,11,17,8,30,2016,10,12
2016-11-18 10:00:00,Regional and State Employment and Unemployment,2016,11,18,10,0,2016,10,12
2016-11-24 00:00:00,Thanksgiving Day,2016,11,24,0,0,2099,0,0
2016-11-30 10:00:00,Metropolitan Area Employment and Unemployment,2016,11,30,10,0,2016,10,12
2016-12-01 10:00:00,Occupational Requirements in the United States,2016,12,1,10,0,2016,1,1
2016-12-02 08:30:00,Employment Situation,2016,12,2,8,30,2016,11,12
2016-12-02 08:30:00,Employment Situation,2016,12,2,8,30,2016,11,12
2016-12-06 08:30:00,Productivity and Costs,2016,12,6,8,30,2016,3,4
2016-12-07 10:00:00,County Employment and Wages,2016,12,7,10,0,2016,2,4
2016-12-07 10:00:00,Job Openings and Labor Turnover Survey,2016,12,7,10,0,2016,10,12
2016-12-08 10:00:00,Employer Costs for Employee Compensation,2016,12,8,10,0,2016,9,12
2016-12-09 10:00:00,Work Experience of the Population,2016,12,9,10,0,2015,1,1
2016-12-13 08:30:00,U.S. Import and Export Price Indexes,2016,12,13,8,30,2016,11,12
2016-12-14 08:30:00,Producer Price Index,2016,12,14,8,30,2016,11,12
2016-12-15 08:30:00,Consumer Price Index,2016,12,15,8,30,2016,11,12
2016-12-15 08:30:00,Real Earnings,2016,12,15,8,30,2016,11,12
2016-12-16 10:00:00,Census of Fatal Occupational Injuries,2016,12,16,10,0,2015,1,1
2016-12-16 10:00:00,Regional and State Employment and Unemployment,2016,12,16,10,0,2016,11,12
2016-12-26 00:00:00,Christmas Day,2016,12,26,0,0,2099,0,0
2016-12-29 10:00:00,Metropolitan Area Employment and Unemployment,2016,12,29,10,0,2016,11,12
2017-01-02 00:00:00,New Year's Day,2017,1,2,0,0,2099,0,0
2017-01-06 08:30:00,Employment Situation,2017,1,6,8,30,2016,12,12
2017-01-06 08:30:00,Employment Situation,2017,1,6,8,30,2016,12,12
2017-01-10 10:00:00,Job Openings and Labor Turnover Survey,2017,1,10,10,0,2016,11,12
2017-01-12 08:30:00,U.S. Import and Export Price Indexes,2017,1,12,8,30,2016,12,12
2017-01-13 08:30:00,Producer Price Index,2017,1,13,8,30,2016,12,12
2017-01-16 00:00:00,"Birthday of Martin Luther King, Jr.",2017,1,16,0,0,2099,0,0
2017-01-18 08:30:00,Consumer Price Index,2017,1,18,8,30,2016,12,12
2017-01-18 08:30:00,Real Earnings,2017,1,18,8,30,2016,12,12
2017-01-24 10:00:00,State Employment and Unemployment,2017,1,24,10,0,2016,12,12
2017-01-24 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2017,1,24,10,0,2016,4,4
2017-01-25 10:00:00,Quarterly Data Series on Business Employment Dynamics,2017,1,25,10,0,2016,2,4
2017-01-26 10:00:00,Union Membership,2017,1,26,10,0,2016,1,1
2017-01-31 08:30:00,Employment Cost Index,2017,1,31,8,30,2016,4,4
2017-02-01 10:00:00,Metropolitan Area Employment and Unemployment,2017,2,1,10,0,2016,12,12
2017-02-02 08:30:00,Productivity and Costs,2017,2,2,8,30,2016,4,4
2017-02-03 08:30:00,Employment Situation,2017,2,3,8,30,2017,1,12
2017-02-03 08:30:00,Employment Situation,2017,2,3,8,30,2017,1,12
2017-02-07 10:00:00,Job Openings and Labor Turnover Survey,2017,2,7,10,0,2016,12,12
2017-02-09 10:00:00,Major Work Stoppages,2017,2,9,10,0,2016,1,1
2017-02-10 08:30:00,U.S. Import and Export Price Indexes,2017,2,10,8,30,2017,1,12
2017-02-14 08:30:00,Producer Price Index,2017,2,14,8,30,2017,1,12
2017-02-15 08:30:00,Consumer Price Index,2017,2,15,8,30,2017,1,12
2017-02-15 08:30:00,Real Earnings,2017,2,15,8,30,2017,1,12
2017-02-20 00:00:00,Washington's Birthday,2017,2,20,0,0,2099,0,0
2017-02-28 10:00:00,Regional and State Unemployment,2017,2,28,10,0,2016,1,1
2017-03-07 10:00:00,County Employment and Wages,2017,3,7,10,0,2016,3,4
2017-03-08 08:30:00,Productivity and Costs,2017,3,8,8,30,2016,4,4
2017-03-09 08:30:00,U.S. Import and Export Price Indexes,2017,3,9,8,30,2017,2,12
2017-03-10 08:30:00,Employment Situation,2017,3,10,8,30,2017,2,12
2017-03-10 08:30:00,Employment Situation,2017,3,10,8,30,2017,2,12
2017-03-13 10:00:00,State Employment and Unemployment,2017,3,13,10,0,2017,1,12
2017-03-14 08:30:00,Producer Price Index,2017,3,14,8,30,2017,2,12
2017-03-15 08:30:00,Consumer Price Index,2017,3,15,8,30,2017,2,12
2017-03-15 08:30:00,Real Earnings,2017,3,15,8,30,2017,2,12
2017-03-16 10:00:00,Job Openings and Labor Turnover Survey,2017,3,16,10,0,2017,1,12
2017-03-17 10:00:00,Employer Costs for Employee Compensation,2017,3,17,10,0,2016,12,12
2017-03-17 10:00:00,Metropolitan Area Employment and Unemployment,2017,3,17,10,0,2017,1,12
2017-03-22 10:00:00,Employment Situation of Veterans,2017,3,22,10,0,2016,1,1
2017-03-24 10:00:00,State Employment and Unemployment,2017,3,24,10,0,2017,2,12
2017-03-30 10:00:00,Multifactor Productivity Trends,2017,3,30,10,0,2016,1,1
2017-03-31 10:00:00,Occupational Employment and Wages,2017,3,31,10,0,2016,5,12
2017-04-05 10:00:00,Metropolitan Area Employment and Unemployment,2017,4,5,10,0,2017,2,12
2017-04-07 08:30:00,Employment Situation,2017,4,7,8,30,2017,3,12
2017-04-07 08:30:00,Employment Situation,2017,4,7,8,30,2017,3,12
2017-04-11 10:00:00,Job Openings and Labor Turnover Survey,2017,4,11,10,0,2017,2,12
2017-04-12 08:30:00,U.S. Import and Export Price Indexes,2017,4,12,8,30,2017,3,12
2017-04-13 08:30:00,Producer Price Index,2017,4,13,8,30,2017,3,12
2017-04-14 08:30:00,Consumer Price Index,2017,4,14,8,30,2017,3,12
2017-04-14 08:30:00,Real Earnings,2017,4,14,8,30,2017,3,12
2017-04-18 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2017,4,18,10,0,2017,1,4
2017-04-19 10:00:00,Consumer Expenditures Survey Midyear Update,2017,4,19,10,0,2099,0,0
2017-04-20 10:00:00,Employment Characteristics of Families,2017,4,20,10,0,2016,1,1
2017-04-21 10:00:00,State Employment and Unemployment,2017,4,21,10,0,2017,3,12
2017-04-26 10:00:00,Quarterly Data Series on Business Employment Dynamics,2017,4,26,10,0,2016,3,4
2017-04-27 10:00:00,College Enrollment and Work Activity of High School Graduates,2017,4,27,10,0,2016,1,1
2017-04-28 08:30:00,Employment Cost Index,2017,4,28,8,30,2017,1,4
2017-05-03 10:00:00,Metropolitan Area Employment and Unemployment,2017,5,3,10,0,2017,3,12
2017-05-04 08:30:00,Productivity and Costs,2017,5,4,8,30,2017,1,4
2017-05-05 08:30:00,Employment Situation,2017,5,5,8,30,2017,4,12
2017-05-05 08:30:00,Employment Situation,2017,5,5,8,30,2017,4,12
2017-05-09 10:00:00,Job Openings and Labor Turnover Survey,2017,5,9,10,0,2017,3,12
2017-05-09 10:00:00,Productivity and Costs by Industry: Manufacturing and Mining Industries,2017,5,9,10,0,2016,1,1
2017-05-10 08:30:00,U.S. Import and Export Price Indexes,2017,5,10,8,30,2017,4,12
2017-05-11 08:30:00,Producer Price Index,2017,5,11,8,30,2017,4,12
2017-05-12 08:30:00,Consumer Price Index,2017,5,12,8,30,2017,4,12
2017-05-12 08:30:00,Real Earnings,2017,5,12,8,30,2017,4,12
2017-05-18 10:00:00,Labor Force Characteristics of Foreign-born Workers,2017,5,18,10,0,2016,1,1
2017-05-18 10:00:00,Productivity and Costs by Industry: Selected Service-Providing Industries,2017,5,18,10,0,2016,1,1
2017-05-19 10:00:00,State Employment and Unemployment,2017,5,19,10,0,2017,4,12
2017-05-29 00:00:00,Memorial Day,2017,5,29,0,0,2099,0,0
2017-05-31 10:00:00,Metropolitan Area Employment and Unemployment,2017,5,31,10,0,2017,4,12
2017-06-02 08:30:00,Employment Situation,2017,6,2,8,30,2017,5,12
2017-06-02 08:30:00,Employment Situation,2017,6,2,8,30,2017,5,12
2017-06-05 08:30:00,Productivity and Costs,2017,6,5,8,30,2017,1,4
2017-06-06 10:00:00,Job Openings and Labor Turnover Survey,2017,6,6,10,0,2017,4,12
2017-06-07 10:00:00,County Employment and Wages,2017,6,7,10,0,2016,4,4
2017-06-09 10:00:00,Employer Costs for Employee Compensation,2017,6,9,10,0,2017,3,12
2017-06-13 08:30:00,Producer Price Index,2017,6,13,8,30,2017,5,12
2017-06-14 08:30:00,Consumer Price Index,2017,6,14,8,30,2017,5,12
2017-06-14 08:30:00,Real Earnings,2017,6,14,8,30,2017,5,12
2017-06-15 08:30:00,U.S. Import and Export Price Indexes,2017,6,15,8,30,2017,5,12
2017-06-16 10:00:00,State Employment and Unemployment,2017,6,16,10,0,2017,5,12
2017-06-21 10:00:00,Persons with a Disability: Labor Force Characteristics,2017,6,21,10,0,2016,1,1
2017-06-27 10:00:00,American Time Use Survey,2017,6,27,10,0,2016,1,1
2017-06-28 10:00:00,Metropolitan Area Employment and Unemployment,2017,6,28,10,0,2017,5,12
2017-07-04 00:00:00,Independence Day,2017,7,4,0,0,2099,0,0
2017-07-07 08:30:00,Employment Situation,2017,7,7,8,30,2017,6,12
2017-07-07 08:30:00,Employment Situation,2017,7,7,8,30,2017,6,12
2017-07-11 10:00:00,Job Openings and Labor Turnover Survey,2017,7,11,10,0,2017,5,12
2017-07-12 10:00:00,Multifactor Productivity Trends in Manufacturing,2017,7,12,10,0,2015,1,1
2017-07-13 08:30:00,Producer Price Index,2017,7,13,8,30,2017,6,12
2017-07-14 08:30:00,Consumer Price Index,2017,7,14,8,30,2017,6,12
2017-07-14 08:30:00,Real Earnings,2017,7,14,8,30,2017,6,12
2017-07-18 08:30:00,U.S. Import and Export Price Indexes,2017,7,18,8,30,2017,6,12
2017-07-19 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2017,7,19,10,0,2017,2,4
2017-07-20 10:00:00,Multifactor Productivity Trends for Detailed Industries,2017,7,20,10,0,2015,1,1
2017-07-21 10:00:00,Employee Benefits in the United States,2017,7,21,10,0,2017,3,12
2017-07-21 10:00:00,State Employment and Unemployment,2017,7,21,10,0,2017,6,12
2017-07-26 10:00:00,Quarterly Data Series on Business Employment Dynamics,2017,7,26,10,0,2016,4,4
2017-07-28 08:30:00,Employment Cost Index,2017,7,28,8,30,2017,2,4
2017-08-02 10:00:00,Metropolitan Area Employment and Unemployment,2017,8,2,10,0,2017,6,12
2017-08-03 10:00:00,"Productivity and Costs by Industry: Wholesale Trade, Retail Trade, and Food Services and Drinking Places",2017,8,3,10,0,2016,1,1
2017-08-04 08:30:00,Employment Situation,2017,8,4,8,30,2017,7,12
2017-08-04 08:30:00,Employment Situation,2017,8,4,8,30,2017,7,12
2017-08-08 10:00:00,Job Openings and Labor Turnover Survey,2017,8,8,10,0,2017,6,12
2017-08-09 08:30:00,Productivity and Costs,2017,8,9,8,30,2017,2,4
2017-08-10 08:30:00,Producer Price Index,2017,8,10,8,30,2017,7,12
2017-08-11 08:30:00,Consumer Price Index,2017,8,11,8,30,2017,7,12
2017-08-11 08:30:00,Real Earnings,2017,8,11,8,30,2017,7,12
2017-08-15 08:30:00,U.S. Import and Export Price Indexes,2017,8,15,8,30,2017,7,12
2017-08-16 10:00:00,Summer Youth Labor Force,2017,8,16,10,0,2017,1,1
2017-08-18 10:00:00,State Employment and Unemployment,2017,8,18,10,0,2017,7,12
2017-08-24 10:00:00,"Number of Jobs, Labor Market Experience, and Earnings Growth:  Results from a National Longitudinal Survey",2017,8,24,10,0,2099,0,0
2017-08-29 10:00:00,Consumer Expenditures,2017,8,29,10,0,2016,1,1
2017-08-30 10:00:00,Metropolitan Area Employment and Unemployment,2017,8,30,10,0,2017,7,12
2017-09-01 08:30:00,Employment Situation,2017,9,1,8,30,2017,8,12
2017-09-01 08:30:00,Employment Situation,2017,9,1,8,30,2017,8,12
2017-09-04 00:00:00,Labor Day,2017,9,4,0,0,2099,0,0
2017-09-06 10:00:00,County Employment and Wages,2017,9,6,10,0,2017,1,4
2017-09-07 08:30:00,Productivity and Costs,2017,9,7,8,30,2017,2,4
2017-09-08 10:00:00,Employer Costs for Employee Compensation,2017,9,8,10,0,2017,6,12
2017-09-12 10:00:00,Job Openings and Labor Turnover Survey,2017,9,12,10,0,2017,7,12
2017-09-13 08:30:00,Producer Price Index,2017,9,13,8,30,2017,8,12
2017-09-14 08:30:00,Consumer Price Index,2017,9,14,8,30,2017,8,12
2017-09-14 08:30:00,Real Earnings,2017,9,14,8,30,2017,8,12
2017-09-15 10:00:00,State Employment and Unemployment,2017,9,15,10,0,2017,8,12
2017-09-19 08:30:00,U.S. Import and Export Price Indexes,2017,9,19,8,30,2017,8,12
2017-09-20 10:00:00,Unpaid Eldercare in the United States,2017,9,20,10,0,2099,0,0
2017-09-27 10:00:00,Metropolitan Area Employment and Unemployment,2017,9,27,10,0,2017,8,12
2017-10-06 08:30:00,Employment Situation,2017,10,6,8,30,2017,9,12
2017-10-06 08:30:00,Employment Situation,2017,10,6,8,30,2017,9,12
2017-10-09 00:00:00,Columbus Day,2017,10,9,0,0,2099,0,0
2017-10-11 10:00:00,Job Openings and Labor Turnover Survey,2017,10,11,10,0,2017,8,12
2017-10-12 08:30:00,Producer Price Index,2017,10,12,8,30,2017,9,12
2017-10-13 08:30:00,Consumer Price Index,2017,10,13,8,30,2017,9,12
2017-10-13 08:30:00,Real Earnings,2017,10,13,8,30,2017,9,12
2017-10-17 08:30:00,U.S. Import and Export Price Indexes,2017,10,17,8,30,2017,9,12
2017-10-18 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2017,10,18,10,0,2017,3,4
2017-10-20 10:00:00,State Employment and Unemployment,2017,10,20,10,0,2017,9,12
2017-10-24 10:00:00,Employment Projections and Occupational Outlook Handbook,2017,10,24,10,0,2099,0,0
2017-10-31 08:30:00,Employment Cost Index,2017,10,31,8,30,2017,3,4
2017-11-01 10:00:00,Metropolitan Area Employment and Unemployment,2017,11,1,10,0,2017,9,12
2017-11-02 08:30:00,Productivity and Costs,2017,11,2,8,30,2017,3,4
2017-11-03 08:30:00,Employment Situation,2017,11,3,8,30,2017,10,12
2017-11-03 08:30:00,Employment Situation,2017,11,3,8,30,2017,10,12
2017-11-07 10:00:00,Job Openings and Labor Turnover Survey,2017,11,7,10,0,2017,9,12
2017-11-08 10:00:00,Quarterly Data Series on Business Employment Dynamics,2017,11,8,10,0,2017,1,4
2017-11-09 10:00:00,Employer-Reported Workplace Injuries and Illnesses,2017,11,9,10,0,2016,1,1
2017-11-10 00:00:00,Veterans Day,2017,11,10,0,0,2099,0,0
2017-11-14 08:30:00,Producer Price Index,2017,11,14,8,30,2017,10,12
2017-11-15 08:30:00,Consumer Price Index,2017,11,15,8,30,2017,10,12
2017-11-15 08:30:00,Real Earnings,2017,11,15,8,30,2017,10,12
2017-11-16 08:30:00,U.S. Import and Export Price Indexes,2017,11,16,8,30,2017,10,12
2017-11-17 10:00:00,State Employment and Unemployment,2017,11,17,10,0,2017,10,12
2017-11-23 00:00:00,Thanksgiving Day,2017,11,23,0,0,2099,0,0
2017-11-29 10:00:00,Occupational Requirements in the United States,2017,11,29,10,0,2017,1,1
2017-11-30 10:00:00,Metropolitan Area Employment and Unemployment,2017,11,30,10,0,2017,10,12
2017-12-05 10:00:00,County Employment and Wages,2017,12,5,10,0,2017,2,4
2017-12-05 10:00:00,Work Experience of the Population,2017,12,5,10,0,2016,1,1
2017-12-06 08:30:00,Productivity and Costs,2017,12,6,8,30,2017,3,4
2017-12-08 08:30:00,Employment Situation,2017,12,8,8,30,2017,11,12
2017-12-08 08:30:00,Employment Situation,2017,12,8,8,30,2017,11,12
2017-12-11 10:00:00,Job Openings and Labor Turnover Survey,2017,12,11,10,0,2017,10,12
2017-12-12 08:30:00,Producer Price Index,2017,12,12,8,30,2017,11,12
2017-12-13 08:30:00,Consumer Price Index,2017,12,13,8,30,2017,11,12
2017-12-13 08:30:00,Real Earnings,2017,12,13,8,30,2017,11,12
2017-12-14 08:30:00,U.S. Import and Export Price Indexes,2017,12,14,8,30,2017,11,12
2017-12-15 10:00:00,Employer Costs for Employee Compensation,2017,12,15,10,0,2017,9,12
2017-12-19 10:00:00,Census of Fatal Occupational Injuries,2017,12,19,10,0,2016,1,1
2017-12-22 10:00:00,State Employment and Unemployment,2017,12,22,10,0,2017,11,12
2017-12-25 00:00:00,Christmas Day,2017,12,25,0,0,2099,0,0
2018-01-05 08:30:00,Employment Situation,2018,1,5,8,30,2017,12,12
2018-02-01 08:30:00,Productivity and Costs,2018,2,1,8,30,2017,4,4
2018-02-02 08:30:00,Employment Situation,2018,2,2,8,30,2018,1,12
2018-02-02 08:30:00,Employment Situation,2018,2,2,8,30,2018,1,12
2018-02-06 10:00:00,Job Openings and Labor Turnover Survey,2018,2,6,10,0,2017,12,12
2018-02-06 10:00:00,Metropolitan Area Employment and Unemployment,2018,2,6,10,0,2017,12,12
2018-02-09 10:00:00,Major Work Stoppages,2018,2,9,10,0,2017,1,1
2018-02-14 08:30:00,Consumer Price Index,2018,2,14,8,30,2018,1,12
2018-02-14 08:30:00,Real Earnings,2018,2,14,8,30,2018,1,12
2018-02-15 08:30:00,Producer Price Index,2018,2,15,8,30,2018,1,12
2018-02-16 08:30:00,U.S. Import and Export Price Indexes,2018,2,16,8,30,2018,1,12
2018-02-19 00:00:00,Washington's Birthday,2018,2,19,0,0,2099,0,0
2018-02-27 10:00:00,State Unemployment,2018,2,27,10,0,2017,1,1
2018-03-07 08:30:00,Productivity and Costs,2018,3,7,8,30,2017,4,4
2018-03-08 10:00:00,County Employment and Wages,2018,3,8,10,0,2017,3,4
2018-03-09 08:30:00,Employment Situation,2018,3,9,8,30,2018,2,12
2018-03-09 08:30:00,Employment Situation,2018,3,9,8,30,2018,2,12
2018-03-12 10:00:00,State Employment and Unemployment,2018,3,12,10,0,2018,1,12
2018-03-13 08:30:00,Consumer Price Index,2018,3,13,8,30,2018,2,12
2018-03-13 08:30:00,Real Earnings,2018,3,13,8,30,2018,2,12
2018-03-14 08:30:00,Producer Price Index,2018,3,14,8,30,2018,2,12
2018-03-15 08:30:00,U.S. Import and Export Price Indexes,2018,3,15,8,30,2018,2,12
2018-03-16 10:00:00,Job Openings and Labor Turnover Survey,2018,3,16,10,0,2018,1,12
2018-03-16 10:00:00,Metropolitan Area Employment and Unemployment,2018,3,16,10,0,2018,1,12
2018-03-20 10:00:00,Employer Costs for Employee Compensation,2018,3,20,10,0,2017,12,12
2018-03-21 10:00:00,Multifactor Productivity Trends,2018,3,21,10,0,2017,1,1
